ztfname,zHD,zHDERR,mB,mBERR,x1,x1ERR,c,cERR,cov_mB_x1,cov_mB_c,cov_x1_c,host_logmass,host_logmass_err,host_logmass_local,host_logmass_local_err,host_color,host_color_err,host_color_local,host_color_local_err,HR_tripp,HR_tripp_err,HR_tripp_err_nosigint
ZTF18acsovsw,0.032796,1.627e-05,16.534798664163333,0.03902462816781391,0.0690743,0.0940776,-0.119678,0.0317529,0.0010991401017760448,0.001043028137405971,5.7728e-05,9.055,0.1035808862676893,7.594,0.123,0.63269653,0.025553864678,0.77869653,0.582472316939,0.17648142853627946,0.18361889314259774,0.06939667080568582
ZTF18acsxusq,0.056018,1.25e-05,17.905626661508222,0.06692475969038979,-0.49264,0.25088,-0.0637039,0.0489995,0.003235258778204783,0.0030062016179300296,0.000523118,10.019,0.1033247308247159,8.428,0.065,0.73469653,0.018439088915,0.69869653,0.045650848842,0.19057338371567992,0.19714515366031113,0.09983091511023867
ZTF18acsynfy,0.0300622,1.012e-05,17.112470751054765,0.07990296158623304,0.874177,0.321471,0.17564,0.0524987,0.014137612824384176,0.003861997609581065,0.00695427,9.608,0.1044030650891055,8.923,0.042,1.06569653,0.021260291625,1.01269653,0.022671568098,0.17154132516878767,0.19293830895317912,0.09124248496020038
ZTF18acuimze,0.0499901,0.00464004,18.024563678470336,0.07623489747647715,-2.2949,0.409563,0.00940284,0.0589158,0.021458875440540735,0.003665482700543296,0.00951159,10.661,0.157746632293688,10.1,0.126,1.26469653,0.019209372712,1.37169653,0.019104973175,0.07965219995020553,0.21356481469500993,0.12926689473996783
ZTF18acurlbj,0.0452567,0.00617171,17.453257170616048,0.034941764880503705,1.32013,0.121373,-0.0476854,0.0304433,0.0006905563533319294,0.0008894628669741835,-0.000110374,9.248,0.1019803902718557,7.758,0.133,0.37069653,0.023430749028,0.36469653,0.080603970126,0.40915512184104336,0.1837478176374658,0.06973708114433375
ZTF18acurmpd,0.0289489,1.844e-05,16.493786763369695,0.03937695235398737,0.455641,0.213054,0.0290946,0.0350736,0.002114675541761698,0.0011298634585831158,0.000132362,9.752,0.1226417547167358,9.375,0.062,1.03569653,0.019849433241,1.00369653,0.025,0.019268950736038848,0.19047146084379152,0.08590330259057563
ZTF18acusrws,0.0371368,1.708e-05,16.84386733094571,0.036082867295564716,0.575926,0.106476,-0.0529023,0.0303697,0.0009895143148870742,0.0009268765412046924,0.000139706,9.825,0.1016070863670443,7.129,0.186,0.52369653,0.020615528128,0.42269653,0.150545674132,0.11748668007265538,0.18266851584298074,0.06684150417425766
ZTF18acvbiff,0.0333164,1.414e-05,16.770042069532355,0.04102222977133853,-1.26437,0.121067,8.88035e-05,0.0354284,0.0006385141274498785,0.001197233126785554,-0.000527632,10.749,0.1161077086157504,9.552,0.046,1.42869653,0.019209372712,1.41769653,0.019798989873,-0.16938157648727203,0.18892373796846343,0.08241467568325818
ZTF18acvguyi,0.0483643,1.218e-05,17.30409547542478,0.03522441789559344,0.965655,0.122056,-0.0234889,0.0294943,0.001185023247422866,0.0008806626103837758,0.000279771,9.704,0.1017889974407843,8.709,0.018,0.61869653,0.018439088915,0.51069653,0.023600847442,-0.014487186036594206,0.18200252232037228,0.0649993702352385
ZTF18acvrfvv,0.0413371,0.0015125,17.230099957247333,0.042821830014762786,-1.57875,0.205956,-0.0817378,0.0393345,0.0017595004647893218,0.001344429521187824,-0.00063161,10.284,0.1442775103749714,9.736,0.068,1.21869653,0.017691806013,1.35269653,0.020518284529,0.09768973056052163,0.19657736216037974,0.09870491028278731
ZTF18acwvdoo,0.0440086,0.00304631,17.492119522269874,0.04722381233402877,1.99844,0.305935,0.142659,0.0402905,0.007179110135822867,0.0015044411309043857,0.00232541,8.049,0.1386217876093076,6.765,0.057,0.27969653,0.056462376854,0.71969653,0.14524806367,0.03856836771868537,0.1971804763763203,0.09990065196980749
ZTF18acwwonp,0.0312778,1.214e-05,17.095172447420158,0.040632571966493405,-0.788353,0.151568,0.1427,0.0343546,0.0020229941923809542,0.0011997155270762035,0.000908762,9.17,0.1014347080638575,7.321,0.466,0.75169653,0.025238858928,1.15169653,0.907935019701,-0.06794568358036074,0.18515064512269283,0.07335367331871889
ZTF18acwwowy,0.0550625,1.884e-05,17.60017346417008,0.034616885674170685,0.758586,0.115364,-0.0493717,0.0300166,0.0006107869094931498,0.0008703758681014912,-9.96375e-05,9.979,0.1033247308247159,8.291,0.04,0.85869653,0.021400934559,0.58669653,0.056364882684,0.0545048227352268,0.1831867873216232,0.06824513938162628
ZTF18acwyqeg,0.0599242,1.272e-05,17.829619549590028,0.03640920948756605,0.681029,0.184991,-0.0349631,0.0317456,0.0016991596401082704,0.0009754257855388346,0.000825906,9.712,0.1017889974407843,8.86,0.032,0.73969653,0.023600847442,0.72469653,0.036124783736,0.04436624746959562,0.18433541158814667,0.07127091949295611
ZTF18acwzdbb,0.0332092,0.00365548,17.91221887595372,0.04408446455631515,-1.91674,0.290591,0.137249,0.0414058,0.0038020814028265544,0.001501962025500275,0.00283528,9.157,0.1016070863670443,7.776,0.04,0.60269653,0.024839484697,0.60669653,0.077175125526,0.4754944902487806,0.19429480990146347,0.09407695336609187
ZTF18acxhvkv,0.0325785,0.00044059,16.589680671217018,0.04177627016280207,0.0867498,0.146913,-0.00397759,0.034769,0.0026321205957951215,0.0012186015144641054,0.00101654,9.382,0.1023914058893616,8.734,0.03,0.64869653,0.021400934559,0.65569653,0.022022715546,-0.09988156940913838,0.18594078427007843,0.07532579408789425
ZTF18acxyarg,0.0408319,1.559e-05,17.317352453995188,0.03818201626183464,-0.0945082,0.158981,0.016963,0.0316809,0.0012929858986090847,0.0010505794246704926,0.000390781,9.182,0.1028396810574595,8.716,0.021,0.76369653,0.02561249695,0.85169653,0.028301943396,0.12118649632661038,0.1835548530379714,0.06922704727049445
ZTF18acyymoy,0.0484335,1.414e-05,17.96790938204925,0.07210185544928352,-0.946785,0.332281,0.0726374,0.0521159,0.013284807364009284,0.003382676292788059,0.00671708,10.694,0.1084619749036499,7.905,0.37,1.13369653,0.017691806013,1.14969653,0.363572551219,0.08913980894623386,0.19665079004066147,0.0988510658699051
ZTF18aczbgpm,0.0528229,0.00335596,17.48287989426912,0.0413123665263249,0.233436,0.384125,-0.0518981,0.0444958,0.005131918129836808,0.0013594980371753637,0.000538326,7.483,0.2271915491386068,6.615,0.671,0.91069653,0.43052061507,1.11769653,1.193886510519,-0.03990616830848123,0.2112903494110102,0.12547355001842725
ZTF18aczemzj,0.0498852,1.733e-05,18.22390286647706,0.04343178480282298,-1.4512,0.210319,0.130047,0.0377041,0.0029417951347278618,0.0013571580860909027,0.00106653,10.785,0.1624315240339756,8.46,0.113,1.27969653,0.018439088915,1.19069653,0.046861498055,0.03842439220545308,0.19067168695415734,0.08634635027575958
ZTF18aczotxi,0.0532244,0.0029904,17.695449919508672,0.03936509021678468,-0.254601,0.226282,-0.0381834,0.0371134,0.001409480089940709,0.0011406921051402004,-0.000862023,9.883,0.1026109155986827,9.044,0.043,0.96269653,0.020518284529,1.03269653,0.036796738986,0.046987256302096284,0.19583881711562345,0.0972257285354376
ZTF18adaadmh,0.0444183,0.00042047,17.517681169587476,0.03555801470150622,0.285232,0.196444,0.00135538,0.0321563,0.001225107055628306,0.000962482509741077,0.00091131,9.394,0.1084619749036499,8.638,0.022,0.52769653,0.022671568098,0.42169653,0.027202941017,0.22678672779799908,0.18469260854328895,0.07218974754440251
ZTF18adaifep,0.0423549,0.00158514,16.970046781975096,0.04137253667885448,1.71268,0.282259,0.117431,0.0403963,0.003725629773016598,0.0013398800889441503,0.00174795,7.578,0.116619037896906,6.976,0.25,0.11969653,0.060835844697,-0.03930347,0.422800189215,-0.35526814627271397,0.1964593288495503,0.09846962928749019
ZTF18adaruzw,0.0356293,0.00327567,17.02755840371779,0.04450378198149244,-2.00651,0.343837,-0.0411148,0.0435637,0.004892848453201688,0.001647216119108376,0.00374071,8.828,0.1400142849854971,8.611,0.1,1.32269653,0.058898217291,1.29469653,0.063007936008,-0.024594745355909504,0.19707538255444024,0.09969306098710663
ZTF18adaslwa,0.0289634,0.0004603,16.480386538968148,0.03894964100151949,0.964028,0.125567,0.0206988,0.0324982,0.0012131109354187272,0.0010870626177442583,0.000283981,8.401,0.1069766329625306,8.293,0.031,0.80669653,0.051478150705,0.70169653,0.041677331968,0.1012036928651638,0.1840190352815975,0.07044860073819649
ZTF18adasopt,0.0420413,0.00315317,17.21882976635424,0.03958567158965091,-0.719805,0.203768,0.0106023,0.03398,0.00030196754883404634,0.0011614514860438052,-0.000432118,9.787,0.1136485811614029,9.248,0.066,1.26369653,0.021213203436,1.25869653,0.026172504657,-0.10843426174427323,0.18789307596245022,0.0800237964272571
ZTF18adatosi,0.0372491,0.00013047,16.742448116687378,0.04980977354438317,-0.344547,0.268528,-0.0790347,0.043717,0.00038809898844144005,0.0018427728688398355,-0.00240365,10.562,0.1004987562112089,8.239,0.192,0.91669653,0.019798989873,0.93769653,0.417642191355,-0.03911386093628533,0.2035364581043803,0.11192448247669566
ZTF18adaylyq,0.0561624,2.048e-05,18.28120839180085,0.04040247027921211,-1.00574,0.202595,0.142667,0.0342527,0.0020176602616128313,0.0011767918673262993,0.000736468,10.118,0.1569745202254175,9.945,0.117,1.34169653,0.018439088915,1.35469653,0.018384776311,-0.13247032797295855,0.18680690273745554,0.0774391303564365
ZTF18adbckox,0.0495367,0.00513128,17.251913157716725,0.03796405245818053,1.72609,0.202469,-0.0217784,0.0319609,0.0015415305414681133,0.001055742997513757,0.000431789,8.853,0.1198165264060012,8.147,0.638,0.82969653,0.071449282712,0.68569653,1.277593049449,-0.01684881027995832,0.1849229857935943,0.0727771301633822
ZTF18adbntwo,0.0477424,1.649e-05,17.381912533583584,0.03821116508654178,0.153699,0.181231,-0.0480735,0.033758,0.0019015612144929798,0.0010499217659043192,0.000413333,10.543,0.1069766329625306,8.538,0.042,1.28369653,0.018439088915,1.04269653,0.055443665103,0.05200000666131528,0.1877617092961593,0.07971486359403385
ZTF19aaajbmv,0.0457583,0.00015044,18.023672726564964,0.051739732993482605,0.281359,0.339975,0.141828,0.04672,0.008947246399973994,0.0019067557078220633,0.00442875,10.31,0.1122541758688735,9.405,0.041,1.31069653,0.019104973175,1.27269653,0.020518284529,0.2372439208871785,0.20268252948233895,0.11036397853176186
ZTF19aabmybj,0.0406333,1.162e-05,17.04798252607401,0.045526048492216614,0.164821,0.126267,0.00979016,0.0367263,0.001985210943007581,0.0015450385968770795,0.00135145,10.412,0.1608601877407831,6.922,0.406,1.36269653,0.018384776311,0.87369653,0.459034857064,-0.0805213590207475,0.18324781933809733,0.06840879542988575
ZTF19aabvfwn,0.04006,0.00042962,17.499738143453435,0.04322176027505434,-1.38419,0.307069,0.00729248,0.0369186,0.005855450019970041,0.001227732276272475,0.000518186,10.398,0.1794463708186933,8.553,0.035,1.30969653,0.018439088915,1.06869653,0.037802116343,0.18922942534585352,0.19768762628296424,0.1008979562993866
ZTF19aabyuze,0.0411434,0.00347023,16.74621101830685,0.03371861064407678,1.50242,0.123557,0.0199831,0.0293148,-2.352233419335036e-05,0.0008320423446831028,-0.000624708,8.403,0.105304320899002,7.686,0.11,0.74469653,0.06363175308,0.51269653,0.144848196399,-0.25110563686272336,0.18351452558959122,0.06912004848358201
ZTF19aacqeai,0.0471,0.0028,18.545166977340585,0.06410045095243648,-1.06533,0.563489,0.164674,0.0509701,0.02209408659862352,0.0026122809061848206,0.00920552,10.419,0.1156027681329474,10.24,0.116,1.52669653,0.019104973175,1.62269653,0.017691806013,0.43445159308483394,0.21495161524421338,0.1315454176172486
ZTF19aacwljg,0.0511055,1.3e-05,17.75392744998499,0.05241941343263103,0.768933,0.277125,0.0513499,0.0386317,0.006633331945638179,0.0018835557554800274,0.00429056,9.795,0.1046947945219818,8.946,0.041,0.77969653,0.018384776311,0.82469653,0.023430749028,0.06509906946074281,0.18339735858513584,0.06880836530542558
ZTF19aadmjtn,0.0368822,0.00015044,16.906838629358607,0.04938180602396096,0.838073,0.410418,0.0302562,0.0441696,0.005440855347360573,0.0015606325080079293,-0.00509058,10.089,0.1030776406404415,8.368,0.033,0.81969653,0.019849433241,0.68969653,0.041036569057,-0.021741818060414864,0.22256930253536472,0.14365616739659562
ZTF19aadnxat,0.0320839,1.488e-05,16.48320668859293,0.03934630418470226,1.07394,0.146604,-0.028409,0.0309097,0.002180903903977424,0.0009915804518213654,0.000162474,9.329,0.1012719112093773,7.805,0.112,0.52269653,0.02469817807,0.55769653,0.133764718816,0.03913942008643788,0.1846319744476296,0.07203447777578556
ZTF19aadnxcw,0.0542611,1.183e-05,17.57392276992725,0.03587239194753866,1.09369,0.155612,-0.0356937,0.0307566,0.0014626292951656619,0.0008543730438545879,-0.000479855,9.692,0.1044030650891055,8.076,0.049,0.74369653,0.022203603311,0.62569653,0.099161484458,0.06555832254699172,0.1870556177951895,0.07803719721222703
ZTF19aadolpe,0.0560084,0.00042761,17.67682813398879,0.03703041184870103,1.68736,0.181486,-0.0499275,0.0317641,0.0022368318731839257,0.0008825329042834259,-0.000350139,8.132,0.130598621738516,7.472,0.181,0.49769653,0.048020828814,0.58569653,0.141240928912,0.2258814949211615,0.189166427681127,0.08296949657337353
ZTF19aadoocn,0.0411777,1.245e-05,16.986818703765564,0.03746093093305683,0.141259,0.167595,0.0252467,0.0342056,0.001509679882337628,0.0010269759761341597,0.00010226,10.108,0.1113597772986279,9.492,0.044,0.93369653,0.018439088915,0.89169653,0.019798989873,-0.2186482504345041,0.18885053610479927,0.08224673237928716
ZTF19aadooun,0.0500937,1.745e-05,17.420535338424564,0.0387909013301782,0.717807,0.153606,-0.0698077,0.0307463,0.0019315403634547262,0.0009827986849601483,0.000100354,10.701,0.1151043005278256,8.538,0.038,1.09569653,0.018439088915,0.77269653,0.02941088234,0.13144142252526486,0.1844884364162241,0.0716657740577966
ZTF19aadsyop,0.0526321,0.00042098,18.603944886029538,0.11097368728959314,0.20349,0.247851,0.295353,0.0791391,0.005665501317263778,0.00865821901095819,0.00377369,9.955,0.1021812115802117,9.528,0.035,1.12469653,0.018384776311,1.31569653,0.020808652047,0.03940497167743909,0.21288101512086724,0.12813401811732472
ZTF19aadtgxw,0.0503544,0.00292617,17.414865291614895,0.0685130709825958,0.907728,0.554939,-0.0217089,0.0458451,0.013602159552584477,0.0022829487590649406,0.00622765,9.628,0.1017889974407843,8.327,0.033,0.65469653,0.022203603311,0.89269653,0.053535035257,-0.003395106516950675,0.2102786462331932,0.12376230872791769
ZTF19aadyioa,0.0534093,1.305e-05,17.586758970933417,0.05261124628677351,-0.267217,0.199269,-0.0210485,0.0365735,0.006991701542202814,0.0016447989213585325,0.00286586,9.184,0.1026109155986827,8.04,0.111,0.54469653,0.02941088234,0.46269653,0.105,-0.1224214791187997,0.18506595395623068,0.07313964255948815
ZTF19aaeflme,0.048,1.414e-05,17.613665583099156,0.04495121458975615,-0.0442177,0.382818,0.0307454,0.0425282,0.006728467658228037,0.00150151641711907,0.00504682,10.399,0.1345362404707371,8.22,0.125,1.15569653,0.019849433241,0.91769653,0.161012421881,0.006959269745984233,0.1973907599668695,0.10031506427400766
ZTF19aafmfxg,0.0498308,0.00297321,16.94148826762926,0.04149488772145352,0.679167,0.258689,-0.0177933,0.0395258,0.004498062264103768,0.0010227225441351282,-0.00208809,9.188,0.1030776406404415,8.452,0.034,0.75669653,0.029732137495,0.75169653,0.152433592098,-0.4984241804381655,0.20803963536648226,0.1199186802938512
ZTF19aafnecv,0.0386192,1.261e-05,16.848966235735766,0.04090535136623223,0.125614,0.110344,-0.0674736,0.031038,0.0019471520768372076,0.0010388703132739041,0.000237699,9.482,0.1035808862676893,8.778,0.026,0.63469653,0.019104973175,0.85169653,0.034828149535,0.03913188049034571,0.18345139648517986,0.0689522651720932
ZTF19aafwrhf,0.0526719,2.196e-05,18.06824430674899,0.09679436117489075,-2.63713,0.196897,0.24984,0.0678339,0.009008073906346293,0.006391016066981256,0.00549119,9.982,0.1421302219797042,9.86,0.05,1.37869653,0.017691806013,1.44269653,0.018439088915,-0.7585885565696125,0.19992157130200847,0.10520757896589032
ZTF19aagkfvq,0.0528902,0.00488262,18.29335370360069,0.047755755461766955,-2.03715,0.448669,0.209685,0.0447961,0.00830765528454726,0.0017655338926131992,0.00519059,9.803,0.1442775103749714,9.576,0.022,1.25769653,0.020518284529,1.42369653,0.021400934559,-0.33737862637838073,0.2024789537122848,0.10998966631652977
ZTF19aahsclk,0.0595096,0.00294109,18.147453575948386,0.07168137643715738,-1.88968,0.670474,-0.071598,0.0515647,0.032532671230924584,0.00294653404098332,0.0112834,10.529,0.1192686044187656,10.229,0.014,1.28769653,0.019849433241,1.31369653,0.019849433241,0.12785586490079537,0.22362595462361456,0.1452878783014017
ZTF19aahsnmq,0.0597486,0.00304631,17.660220716096994,0.04008508407870876,0.503906,0.150154,-0.109783,0.0328247,0.0018300554483847175,0.0010983721588011535,0.000305727,7.957,0.3247783859803481,7.176,0.347,0.80869653,0.300509567235,0.69769653,1.075608200043,0.08183864856666782,0.18545857152400816,0.07412746961636855
ZTF19aahulyd,0.039808,5.787e-05,17.68438367840168,0.04054921671109802,1.19804,0.165009,0.172764,0.0340475,0.0007574712622606071,0.0011832124192157787,-0.000429867,10.228,0.1014347080638575,9.047,0.036,0.79669653,0.019849433241,0.68469653,0.019849433241,0.24895953872674226,0.18736276517050982,0.07877058951372395
ZTF19aailqli,0.0556857,0.00365548,17.796978853462214,0.03512698663833829,0.683679,0.0866393,0.0184218,0.0287561,0.00041311739816698464,0.0008680025366506047,-1.25131e-06,8.768,0.1026109155986827,8.233,0.052,0.36269653,0.034669871647,0.44469653,0.062265560304,0.012365065565877038,0.18072649014623587,0.061335668583439175
ZTF19aajxhwa,0.0323092,0.00306635,16.710997421176614,0.03712272367424275,0.658344,0.19942,-0.0677645,0.0334688,0.0013972027740379853,0.0010409285426000985,0.000627559,7.923,0.1096585609973065,7.896,0.146,0.68669653,0.077833154889,0.65669653,0.209117192024,0.31172127775172626,0.18671667258058394,0.07722121353336128
ZTF19aakiwxx,0.0410218,1.413e-05,17.273716991934567,0.03380502766216494,-0.918853,0.047827,-0.101381,0.0283552,4.958994571847454e-05,0.0008208721437073642,-0.000108163,9.626,0.1008414597276338,8.499,0.065,0.80869653,0.022671568098,0.91169653,0.047507894081,0.30887508841052486,0.18032579963353443,0.060144775446198125
ZTF19aakljys,0.0439733,1.379e-05,17.811248309516635,0.03646075388063453,-1.52518,0.106292,-0.0384816,0.0315996,0.00015141071425425862,0.0009551818915582741,-0.000276,9.777,0.1046947945219818,9.124,0.032,0.73569653,0.019209372712,0.76269653,0.019104973175,0.41159896274468194,0.18448071898805804,0.07164590482610178
ZTF19aaklqod,0.0299227,1.366e-05,16.820214763555494,0.03407634236573313,-1.7476,0.120218,-0.0513953,0.0292511,0.00033954414466865444,0.0008547880618508337,0.000177781,10.703,0.1122541758688735,10.316,0.036,1.51669653,0.019849433241,1.40769653,0.019209372712,0.20598164147553688,0.18138398223520802,0.06324673123175818
ZTF19aaklquv,0.048569,1.223e-05,17.57784900279092,0.038276772215742313,0.220384,0.248521,0.0365726,0.0337927,0.0016996594980640814,0.0010586256893459153,0.000197252,9.391,0.1014347080638575,8.482,0.016,0.39869653,0.024413111231,0.47869653,0.030232432916,-0.03501602931479266,0.18977067168462058,0.08433805684050381
ZTF19aaknvuh,0.0415701,0.00044104,17.109174652524786,0.0329879853349389,0.817252,0.0524729,-0.0272159,0.0270139,7.502880710596167e-05,0.0007688969553639926,-0.000125051,8.899,0.1030776406404415,8.519,0.026,0.60069653,0.029068883707,0.62869653,0.02561249695,0.13598749465654053,0.17927517603692433,0.0569173852444945
ZTF19aakoasy,0.0334502,1.365e-05,16.8182223200922,0.03666301959160375,-1.0472,0.0796015,-0.0801192,0.0305064,0.0007038212758324143,0.000931435091155196,-3.70408e-05,10.111,0.1372443077143821,9.29,0.071,1.33369653,0.018439088915,1.29369653,0.019849433241,0.14211845140852947,0.18280695419781903,0.06721891477168836
ZTF19aakobov,0.0563106,0.00472017,18.087821454200224,0.034589536208364684,0.766054,0.0973087,0.0207455,0.0284763,0.0007368937401093563,0.000822329652978233,-7.16945e-05,9.827,0.1023914058893616,8.722,0.032,0.88769653,0.021400934559,0.98769653,0.041109609582,0.2834240087460557,0.18154668915773764,0.06371185403153959
ZTF19aakocxy,0.0597979,0.00410366,18.436416815790174,0.04922294425175275,-0.449591,0.314912,0.183143,0.0502882,0.002117282989855586,0.0017684678327641733,-0.00186808,10.323,0.1256025477448606,9.582,0.025,1.57269653,0.020518284529,1.67869653,0.023600847442,-0.158977793438358,0.21913464114234152,0.1382750554097983
ZTF19aakozyp,0.0429596,1.115e-05,17.257240767091293,0.03949326601068949,0.5674,0.186389,0.0961155,0.0330336,0.0019340434911604308,0.0009897334672965186,-0.000210844,9.672,0.1021812115802117,8.82,0.025,0.67369653,0.019209372712,0.72869653,0.032202484376,-0.19772893883884635,0.18945692861207955,0.08362970643929465
ZTF19aaksrlb,0.0346323,1.408e-05,16.634215461063587,0.03989272844142893,-0.593907,0.146993,-0.143179,0.0335202,0.0011861512602909022,0.0010316825808125373,-4.1052e-05,10.144,0.1006031808642251,8.66,0.056,0.84169653,0.019209372712,1.45269653,0.083868945385,0.1404828904254838,0.18786355938333582,0.07995446794379997
ZTF19aalveag,0.0507809,1.218e-05,18.1066782308537,0.03754163857789324,-1.07415,0.115316,0.0143296,0.0307079,0.00035229499865940974,0.0009726473318730367,-0.000226189,9.469,0.1049952379872535,9.215,0.03,0.74969653,0.019104973175,0.80669653,0.021931712199,0.28467871339658535,0.18321769942863808,0.06832807171231135
ZTF19aalzrrz,0.0562846,2.365e-05,17.804999916446796,0.03484806128253065,-1.32589,0.064391,-0.129788,0.0293795,0.00041687487794137636,0.0008565748732005839,-5.46726e-05,10.376,0.1056219674120871,9.341,0.025,1.43169653,0.019104973175,1.56169653,0.043600458713,0.16184485796448872,0.1816889942770404,0.06411622759803028
ZTF19aambfxc,0.0541,1.414e-05,17.50131334133704,0.0366159640265371,0.0921482,0.163505,-0.0324771,0.032187,0.00185119367805448,0.0009856948432169833,0.000866282,10.265,0.1023914058893616,9.81,0.038,1.05869653,0.018439088915,1.16769653,0.019798989873,-0.15057891454452493,0.18446626575005418,0.0716086810363772
ZTF19aamdmcs,0.0409542,1.445e-05,16.932008620887608,0.038701814276392785,-1.08446,0.114272,0.0393525,0.0318965,0.0011684525803305349,0.0010410621785581621,0.000267581,10.751,0.1624315240339756,10.533,0.082,1.27569653,0.018439088915,1.26769653,0.017691806013,-0.47623401515919045,0.18360680179646013,0.06936467159818886
ZTF19aamgttu,0.0307823,1.478e-05,16.816632991404603,0.047238449600848414,-2.05883,0.190499,0.0053359,0.0467541,0.0014613391296392825,0.0017142603925096754,-0.00106372,9.942,0.1176605286406618,9.791,0.032,1.21669653,0.017029386366,1.22269653,0.017691806013,-0.07517633411458359,0.20671645642845696,0.11760821977369669
ZTF19aamhhey,0.0447671,1.486e-05,17.28312631799444,0.03280729265980183,0.937955,0.0536263,0.0727759,0.0276142,-8.910167264097627e-05,0.0007804691517403244,-0.000267788,9.361,0.1017889974407843,8.733,0.026,0.67869653,0.021400934559,0.65469653,0.024413111231,-0.1505709181971871,0.18009826113917557,0.05945909236907904
ZTF19aamhhgu,0.0381877,2.715e-05,17.601791653399705,0.03450781296329567,-2.32869,0.0611908,0.0432665,0.0296229,0.00015315023211831766,0.0008760793551475681,-4.53601e-05,10.018,0.1209297316626478,9.538,0.073,1.14169653,0.017691806013,1.13669653,0.018384776311,0.1336027862702986,0.1813917723852278,0.06326906897571899
ZTF19aamhqow,0.0575384,1.755e-05,17.98545102442108,0.04366784177060808,-0.883203,0.244624,0.00872209,0.0367617,0.003764791535702973,0.0013155222135562293,0.00162558,10.631,0.1161077086157504,10.14,0.116,1.28869653,0.018439088915,1.30469653,0.017691806013,-0.06091130536109721,0.1899720667552111,0.08479024794896159
ZTF19aamjvie,0.0432175,0.0039246,16.926188667974714,0.03400837609427536,0.760202,0.0762582,-0.104142,0.0291828,0.00030726800860381165,0.0008459923861137342,-0.000114145,9.356,0.1035808862676893,6.101,0.404,1.55569653,0.031890437438,-0.42430347,1.602200049931,0.08655084130610913,0.18157944023771336,0.06380511826680763
ZTF19aamkdtq,0.0338707,1.669e-05,16.893312593101353,0.0438409303526953,-1.71688,0.131172,-0.0614425,0.0334583,-0.0003315861616144009,0.0011714414074900645,-0.000368403,10.456,0.107335921293852,9.66,0.077,1.41169653,0.019209372712,1.40269653,0.019104973175,0.04110757854712864,0.18570870533288197,0.07475107515223563
ZTF19aamkywr,0.0301542,1.414e-05,16.790533065724144,0.03963707005913526,-1.10241,0.105385,0.107737,0.0330604,0.0009981507777366478,0.0011150353600751204,9.97613e-05,10.433,0.1562049935181331,10.405,0.08,1.27569653,0.019209372712,1.35069653,0.017691806013,-0.22954672955760674,0.18460048921724334,0.07195373943893098
ZTF19aamqlyl,0.0308931,0.00304631,16.548923269928018,0.042289235625593065,0.658059,0.168559,-0.0246193,0.0356938,0.002588042104706289,0.0012232319666373303,0.000328568,8.618,0.1118033988749895,8.123,0.017,0.83769653,0.025,0.58069653,0.058821764679,0.11960823538751292,0.1895663165706591,0.08387722204607953
ZTF19aamrnyv,0.027771,0.00141297,16.953099526144783,0.050209933668494494,0.606647,0.251201,0.24972,0.0421644,0.0021902739516894048,0.0017947129119088787,-0.00100651,10.496,0.1019803902718557,10.184,0.02,1.42769653,0.019798989873,1.47769653,0.018439088915,-0.0723022054080814,0.19908798181535386,0.10361478901831854
ZTF19aanbojt,0.0464202,1.491e-05,17.58003938308461,0.03434452039932513,-0.75363,0.095425,0.0782918,0.0288589,0.0003136602644976719,0.000849857777965883,-3.45686e-05,10.888,0.1421302219797042,10.591,0.084,1.32069653,0.018439088915,1.34569653,0.018384776311,-0.19378153122677144,0.1811243154713529,0.06249814121208859
ZTF19aanejfr,0.0428367,1.243e-05,17.034299432930666,0.03686953597102625,0.53946,0.118103,-0.0202466,0.0316563,0.0010396919541482631,0.000948893196450959,-0.000127936,10.234,0.1585212919452778,9.423,0.121,1.32269653,0.019209372712,1.36169653,0.021260291625,-0.06747855756248475,0.1852727249925634,0.0736612695123429
ZTF19aanesxt,0.0463307,1.297e-05,17.44970818986601,0.033425254489820595,0.59339,0.0969075,-0.0593953,0.0280351,0.0004535976916353006,0.0008027584631282686,0.000162721,9.245,0.1046947945219818,7.946,0.053,0.78469653,0.025,1.00069653,0.094921019801,0.2833898632637148,0.18020912209024237,0.05979404388846662
ZTF19aanetjx,0.0530759,1.292e-05,17.990445310090948,0.03686803542810271,-1.02185,0.16056,0.044239,0.032958,0.0010545040017193525,0.0010068802904861203,0.000290793,10.009,0.1019803902718557,9.753,0.023,1.02669653,0.018439088915,1.05669653,0.018439088915,-0.007588772770779524,0.1860879220312993,0.0756882733712887
ZTF19aaneugz,0.0545265,1.507e-05,18.069151504407884,0.0383151475395808,-1.04309,0.2137,0.131854,0.0363988,0.0013375676529623175,0.0010976613414329288,6.83371e-05,10.513,0.105304320899002,10.009,0.024,1.21669653,0.018439088915,1.22569653,0.018439088915,-0.25315545622885627,0.1925440889412889,0.09040589685540966
ZTF19aanhgqg,0.0277731,1.478e-05,17.117137293306193,0.04031181258880377,-2.23008,0.123712,0.0762716,0.0380551,0.0009738538454083393,0.0012196270567905662,-0.00015086,10.829,0.1696142682677374,9.136,0.124,1.32869653,0.018439088915,1.29269653,0.021931712199,0.21650583744266175,0.1923883587886854,0.09007375087895439
