ztfname,zHD,zHDERR,mB,mBERR,x1,x1ERR,c,cERR,cov_mB_x1,cov_mB_c,cov_x1_c,host_logmass,host_logmass_err,host_logmass_local,host_logmass_local_err,host_color,host_color_err,host_color_local,host_color_local_err,HR_tripp,HR_tripp_err,HR_tripp_err_nosigint
ZTF19acgogcm,0.037817,0.00344093,17.03196250957334,0.06981429179600955,-1.16691,0.469482,0.10453,0.0690372,0.022044829993869492,0.003842337660603638,0.012262,10.376,0.1136485811614029,9.845,0.097,1.25369653,0.018439088915,1.29569653,0.017691806013,-0.4420193107080333,0.23270619580356555,0.15890932497927043
ZTF19acgqjln,0.0490582,0.00444325,18.283612723036708,0.03454706955473604,-0.0289073,0.148375,0.0948417,0.0295398,0.0008643376339626805,0.0008823605260570639,0.000498095,7.407,0.2982633064927699,6.718,0.27,-0.00930347,0.516962281023,0.80469653,0.781814556017,0.4388687657266946,0.1815463890279526,0.06371099880780948
ZTF19acgxbwo,0.0582386,0.0029904,17.86128332098801,0.03566177778497322,-0.375781,0.148025,0.0690561,0.0296234,0.000559096935393657,0.0009348724571618125,0.000277034,10.433,0.1569745202254175,10.103,0.098,1.32369653,0.020518284529,1.36569653,0.074846509605,-0.3222301323054569,0.181305943351382,0.06302257607028244
ZTF19achejoc,0.0473446,0.00160435,17.83618196101952,0.04485881707257058,-0.470475,0.250141,0.0158325,0.0351128,0.005952913514357523,0.0014025458631874163,0.00353033,9.874,0.1030776406404415,9.222,0.013,0.64569653,0.019104973175,0.76969653,0.021260291625,0.24512224727378829,0.18332929541187795,0.06862674811045334
ZTF19achticg,0.0256644,1.951e-05,16.24597675533979,0.06218947444869817,-0.606228,0.227792,-0.093844,0.0466306,0.008087182734515377,0.002754097423383577,0.00559441,9.273,0.1293213052826177,7.027,0.441,1.22669653,0.019849433241,1.28769653,0.844289642244,0.2603503663297306,0.18539513103892036,0.07396860559006398
ZTF19acifuyf,0.0360455,0.00042263,17.458746834471704,0.04269251173358059,0.595166,0.0717651,0.194628,0.032417,0.0011848304597766334,0.0012500010972956316,0.000597023,9.769,0.1046947945219818,8.721,0.066,0.99569653,0.020518284529,1.08669653,0.024758836806,0.040563632728395985,0.18059460008202446,0.06094595621356961
ZTF19acihfxz,0.0545115,0.00310846,18.29839401352663,0.04077765519207138,-0.965482,0.407285,0.177454,0.036441,0.00467801310414488,0.0012596922613484205,0.0046116,10.279,0.105304320899002,9.715,0.033,0.83769653,0.019209372712,0.79269653,0.018439088915,-0.14971243107847154,0.18958235666242498,0.08391346708174384
ZTF19acihgng,0.058074,0.00368782,17.696377841663935,0.033784290809974374,0.504754,0.143355,-0.0383743,0.0296611,0.0006267641645261236,0.0008473604092462346,0.000293562,9.918,0.1286895489152091,8.946,0.092,1.22469653,0.019104973175,1.25269653,0.044283179651,-0.03427151009549664,0.18237723744718212,0.06604132599263772
ZTF19acitnck,0.0457548,0.00320039,17.403744763765292,0.046938407634530055,-0.997849,0.333432,-0.0384792,0.041059,0.006124640847073387,0.0015653492666756683,0.00228064,10.141,0.1608601877407831,7.264,0.225,1.32369653,0.019849433241,0.77469653,0.526677320567,-0.018866453063942905,0.1979140932661778,0.10134095082134033
ZTF19acjdwqv,0.0544626,0.00043008,17.88780000219471,0.04937387288731405,0.177062,0.279716,0.148312,0.0379139,0.007607761668257384,0.0016651854508867657,0.00418551,10.254,0.1030776406404415,9.042,0.032,0.99569653,0.019104973175,1.04769653,0.033301651611,-0.31070440485331,0.18590221583590463,0.07523053803276476
ZTF19acjerdh,0.0462163,0.0035609,17.29351119930657,0.04425394484389897,-0.148801,0.212807,-0.041174,0.0348187,0.00410351483411212,0.0013694568626172019,0.0021177,9.129,0.105304320899002,8.375,0.181,0.68869653,0.042801869118,2.23169653,1.553340271801,-0.025795141860453803,0.18411090453606974,0.07068822510920597
ZTF19acjurot,0.0579528,0.00306635,17.75247593077848,0.04661829178203515,0.637052,0.406023,-0.0784103,0.0513355,0.008284055928407088,0.001428767480916537,-0.00136893,8.122,0.1274401820463232,8.112,0.055,0.58169653,0.084172442046,0.50969653,0.090735880444,0.16544960798261757,0.2316142186607946,0.15730590035294406
ZTF19acjwqvo,0.052473,0.00436606,17.568791874250753,0.03647667872294431,-1.56985,0.176627,-0.0924454,0.0328054,0.0010546041031239432,0.0009717182939409435,-5.25818e-05,9.843,0.1019803902718557,9.415,0.068,1.22169653,0.020518284529,1.15869653,0.021931712199,-0.07033716689067318,0.18748766969001168,0.07906722636965911
ZTF19ackjmge,0.048874,1.354e-05,17.838483514643286,0.04153761248006561,-0.277257,0.400093,0.0307624,0.0389126,0.001004046789989005,0.001316468481572332,-0.00165693,10.207,0.1028396810574595,8.336,0.037,0.88669653,0.019209372712,0.75569653,0.060835844697,0.15993025153268006,0.20432425588155048,0.11335078977029367
ZTF19ackjnuq,0.052004,0.00155379,18.236626478456273,0.041640422350336,0.0986927,0.453129,0.0464389,0.0383364,0.0020853580252793544,0.0013015417871495784,-0.00108776,8.67,0.1035808862676893,8.4,0.049,0.53969653,0.045694638635,0.45469653,0.046238512087,0.43201463589270483,0.20561180433589704,0.11565558387844144
ZTF19aclofmz,0.030792,0.00141436,17.540416806909192,0.03587760590033457,-1.97543,0.0984062,0.113688,0.0303001,0.00044381145290070165,0.0009324439743079269,0.000139104,9.375,0.1026109155986827,9.163,0.038,0.87369653,0.020518284529,0.95969653,0.035355339059,0.3334390921940012,0.18188248455999625,0.06466249445944125
ZTF19acmdpyr,0.0505791,0.00403113,17.582692563745823,0.047742632958140574,0.70164,0.713947,0.0743169,0.0688393,0.01545162894843753,0.0020969576641488453,0.00812112,9.996,0.1009752444909147,8.645,0.025,0.89069653,0.019104973175,0.93969653,0.072718635851,-0.16285910525721406,0.2646553303733489,0.20283600246264574
ZTF19acmgyka,0.0533959,0.00315317,18.247414644512396,0.035944305391371834,-0.363469,0.128152,0.141558,0.0299045,0.0007978240944727422,0.0009511421744360846,0.000451899,9.829,0.1019803902718557,8.503,0.028,0.60269653,0.020615528128,0.54169653,0.051662365412,0.03584734737537265,0.1809303907415322,0.061933886474881544
ZTF19acmvrsw,0.0414759,1.243e-05,17.6267234820387,0.04930741825251873,-1.09541,0.224217,0.100341,0.0398136,0.004025816549028699,0.001709657481997691,0.0017711,10.695,0.1012719112093773,9.363,0.015,1.13769653,0.017691806013,1.21069653,0.018384776311,0.006735838491086891,0.1899586394234118,0.08476015981340392
ZTF19acnfjyw,0.0458259,0.00175676,17.576534210928266,0.03554835434630032,1.32848,0.141357,0.101975,0.0307943,0.0008623769802105684,0.0009248186111327999,0.000103997,9.364,0.1030776406404415,8.605,0.028,0.84469653,0.025806975801,0.76869653,0.029068883707,0.05315136627847719,0.1837500486231473,0.06974295927912003
ZTF19acnjwgm,0.0344205,1.414e-05,16.619036190013468,0.03401494948059054,0.00845185,0.103668,-0.0628898,0.0300335,0.0001444550832382522,0.0008620710161617546,-0.000348983,10.274,0.1017889974407843,8.244,0.048,1.07069653,0.018384776311,0.84269653,0.059665735561,-0.019928553620130282,0.18330826696158053,0.06857055298346419
ZTF19acnkeji,0.0352751,0.0039246,17.17668199826141,0.03646502981154319,-1.81447,0.138845,0.00275426,0.0315959,0.0008334692987367617,0.0009823208285773307,0.000237957,10.5,0.1021812115802117,9.2,0.105,1.46469653,0.019798989873,1.51569653,0.07,0.03769757657786992,0.18382087613806625,0.06992935366615574
ZTF19acojuzv,0.034541,0.00744648,17.05066395853865,0.035411308663536756,0.64109,0.136215,0.011809,0.0307991,0.0001231893795856146,0.0009247381619330127,-0.000672279,8.855,0.1080786750473931,8.152,0.042,0.93769653,0.02983286778,0.88469653,0.052153619242,0.2685035809617642,0.18493857794114885,0.07281673990844675
ZTF19acrbyzj,0.0302242,3.164e-05,16.76094200462672,0.04155694386935328,0.402342,0.201981,0.0905729,0.0353326,0.001772050157577053,0.001228381812641897,0.000177979,10.09,0.1008414597276338,8.886,0.048,0.55069653,0.02404163056,0.83169653,0.022022715546,-0.0019830372277874625,0.18916017963129772,0.08295525033501384
ZTF19acrcupt,0.0522054,0.00154159,18.03533298005231,0.04644328502993662,1.02286,0.478392,0.0839126,0.0403393,0.008690175829212266,0.0015693597342751697,0.00456151,9.647,0.1028396810574595,8.779,0.03,0.69569653,0.028425340807,0.80869653,0.050931326313,0.23915004349139263,0.19984286718653385,0.10505794384688195
ZTF19acrdqej,0.0468472,0.00330189,17.368302297945576,0.03343075361235396,0.197725,0.0848999,-0.0903395,0.028877,0.0001892422084125574,0.0008251807664738949,-0.000106,8.578,0.1062826420446913,8.556,0.036,0.85769653,0.037013511047,0.85769653,0.038600518131,0.21420849626406346,0.18134446050188724,0.06313329830383117
ZTF19acryaon,0.0551081,0.00015044,17.645191044519514,0.0451290265706784,-0.31207,0.767792,0.00195139,0.0460989,0.0101864720860283,0.0015942099484525102,0.0109816,10.414,0.1293213052826177,10.081,0.056,1.08569653,0.019104973175,1.10169653,0.016970562748,-0.20664164532036372,0.21664187198840493,0.13428961500667286
ZTF19acslqnc,0.0312349,0.00015376,17.067010526874345,0.04077693398565073,0.0725129,0.117382,0.191183,0.0324594,0.0007844917682727814,0.001203698870139265,0.000640124,10.792,0.1021812115802117,9.279,0.103,1.53469653,0.020518284529,1.37169653,0.065,-0.11845202573964017,0.18108653153519277,0.06238855586921661
ZTF19actfpmy,0.0512125,0.00362353,17.99998831184627,0.08830358727864496,0.0139677,0.278755,0.132501,0.0603225,0.014491368624442308,0.004706048418960293,0.00524894,9.759,0.1016070863670443,8.09,0.043,0.99869653,0.022022715546,0.82769653,0.075604232686,-0.04320657370046317,0.20635450451022558,0.116970857617018
ZTF19actldas,0.0421494,0.00551385,16.88452971706129,0.037970587053703174,-0.128884,0.103457,-0.0240658,0.0315633,0.001139060902062616,0.0010262124449354941,0.000259464,10.506,0.1088531120363584,8.953,0.041,1.09669653,0.019209372712,1.01569653,0.026627053911,-0.2614998284004597,0.1830292163517103,0.06782104421432311
ZTF19acvgjme,0.0528381,0.0035,18.21311813279308,0.05840438952680851,-0.355484,0.380453,0.0894324,0.0463874,0.009444176349987598,0.0018938671707087612,-0.000209379,9.992,0.1035808862676893,9.684,0.052,1.37869653,0.019104973175,1.50269653,0.022803508502,0.1818686677080277,0.21585280290694722,0.13301290359504747
ZTF19acwiqrc,0.046951,0.00045164,17.321060325563348,0.036844699399663346,-0.529562,0.13078,0.00958074,0.0321831,0.0007855951772593799,0.0009814575039936953,-2.75377e-05,10.627,0.1539123126978475,10.238,0.074,1.21469653,0.018439088915,1.35869653,0.018384776311,-0.24064655155449177,0.18529933446334124,0.07372817204133843
ZTF19acwrqtv,0.0585907,0.00353023,17.675057542184373,0.04117345304184091,1.71939,0.366206,-0.0884219,0.035632,-0.0016771457880670137,0.001208813175536104,-0.00193446,10.329,0.1131768527570898,9.571,0.08,1.19669653,0.019849433241,1.13769653,0.053814496188,0.2456178640122601,0.19754595170886685,0.10062009260859359
ZTF19acwrujg,0.0572435,0.00292617,18.15468914318765,0.05297513747138051,0.548259,0.331338,0.0787729,0.047197,0.009185854194532604,0.002058244363187832,0.00538399,9.569,0.1016070863670443,9.068,0.041,0.85769653,0.021931712199,0.85869653,0.029732137495,0.10915825397692501,0.1994623651991384,0.10433233022814381
ZTF19acxhkvc,0.0580078,0.00297321,17.63501909040496,0.05006779269171259,0.3169,0.249733,-0.0761842,0.0403035,0.0058382933474371715,0.0017219707296089338,0.00234021,9.744,0.1011187420807834,9.387,0.017,1.01369653,0.021260291625,1.05469653,0.048877397639,-0.005614405406350883,0.19168425954117976,0.08855989699548189
ZTF19acxmiyh,0.0589729,0.00353023,18.207961133674146,0.038970862346236645,-0.813006,0.203278,0.155039,0.0331313,0.00021441223740760592,0.0011289762678043382,-0.000382771,9.538,0.1023914058893616,7.493,0.315,0.96169653,0.027802877549,1.45169653,0.869161665054,-0.3231389290792124,0.18671523559288242,0.07721773891085895
ZTF19acxndsk,0.0478774,1.222e-05,17.178199916643194,0.034590099771256225,-0.0399232,0.0628966,-0.122069,0.029328,0.0003250068944023661,0.0008725262341412573,-2.62227e-05,10.649,0.1035808862676893,7.903,0.139,1.16669653,0.019104973175,1.08469653,0.185310550158,0.03768292583370182,0.1811425238678614,0.0625508909066748
ZTF19acxowwt,0.0593041,1.306e-05,18.593732721738554,0.059472290868532236,-2.61804,0.134693,0.0402055,0.0453338,0.0009481068524700108,0.002418060328382632,0.000135925,10.296,0.1146123902551552,9.891,0.078,1.21469653,0.018439088915,1.29669653,0.018384776311,0.14325044841716064,0.19234154872039222,0.08997372596574517
ZTF19acxyfkf,0.0409862,0.0035609,17.452222347050366,0.038082676581865024,-0.522007,0.09219,0.0320501,0.0315881,0.0007010429558085136,0.001029386114284416,-4.59861e-05,9.828,0.1038460398859773,8.778,0.028,0.84769653,0.018439088915,0.74769653,0.029068883707,0.1430998863216342,0.1832953188529783,0.06853593154991751
ZTF19acxysob,0.0521764,0.00287446,17.919669483454822,0.039066198923515906,1.14155,0.199328,0.0575127,0.0295784,0.0010030838602755766,0.0009663648113749496,-0.00051354,8.417,0.1046947945219818,8.387,0.028,0.73769653,0.059059292241,0.74069653,0.065115282384,0.22074014804897038,0.18482150326151092,0.07251888076800884
ZTF19acxyumq,0.0364918,0.0039246,16.750513185761534,0.03493830455218681,-0.273943,0.0535437,-0.0543873,0.027646,0.000390165547082986,0.0008398162792667945,7.57527e-05,8.359,0.1023914058893616,8.248,0.02,0.64569653,0.036359317925,0.59469653,0.037215588132,-0.061057387128320234,0.1790918127755245,0.05633717603167124
ZTF19acyfakk,0.0398943,1.414e-05,16.59415266017194,0.036471418164364396,0.0397878,0.0835425,-0.125958,0.0304381,0.0006880720992425806,0.0009429396383248693,2.42234e-05,10.609,0.1293213052826177,8.033,0.053,1.07469653,0.018439088915,0.69769653,0.202556165051,-0.1082363439142788,0.1823526359190459,0.06597335694524042
ZTF19acyfkbf,0.0594763,2.707e-05,17.62949338016476,0.04540942692292957,1.48282,0.247241,-0.039311,0.0361546,0.004917045734397097,0.0012827837895910174,0.000350923,10.143,0.1011187420807834,7.941,0.146,1.08869653,0.020615528128,1.05469653,0.208655218003,-0.013906089817167774,0.19381531097543458,0.09308262334348127
ZTF19acygjmg,0.0548075,0.00048537,17.410576003371887,0.03593529700451433,0.249349,0.0884439,-0.0552727,0.0303727,0.0006247648070273397,0.0009126504093297802,-0.000157549,9.123,0.1030776406404415,8.769,0.029,0.70869653,0.023600847442,0.71769653,0.029732137495,-0.17860365313900767,0.18309335619323933,0.06799394886388349
ZTF19acyiqnw,0.0328894,7.737e-05,16.271977262015934,0.03632635371044452,-0.274168,0.0771307,-0.133116,0.0300805,0.0006796463603211688,0.0009435779448803876,0.000161603,10.444,0.1569745202254175,9.418,0.112,1.25369653,0.019104973175,1.27169653,0.019849433241,-0.10012660136404983,0.1813669528740459,0.06319787650559455
ZTF19acykjcw,0.0317786,1.414e-05,16.95311840335926,0.042268338388355205,-0.0956575,0.166978,0.165784,0.0362581,-0.0002297486462518638,0.0013118834247236593,-0.00129102,9.838,0.1136485811614029,8.933,0.051,0.92869653,0.019849433241,0.90569653,0.026172504657,-0.2179600436572262,0.19070262402304536,0.08641464464588737
ZTF19acyksfd,0.0485355,0.0032249,18.40931680274536,0.0484069710126216,-2.34799,0.179538,0.19682,0.0438531,0.0020646132248528567,0.0017136418247911671,-0.000145198,10.216,0.1006031808642251,9.198,0.043,1.02869653,0.021213203436,1.09369653,0.11047624179,-0.04397162386577996,0.19936037239207205,0.10413720795328459
ZTF19acylgic,0.0304341,0.00179527,16.366535727226164,0.05134114051064684,0.838469,0.181589,0.0661374,0.0384369,0.0024919195719158623,0.0017105318462136876,0.000373899,9.528,0.1006031808642251,8.906,0.032,0.55469653,0.028425340807,0.71069653,0.130299654643,-0.277235068118982,0.18900336941028095,0.0825970559308207
ZTF19acyltbi,0.0381236,0.00292617,16.734723445626436,0.03870580872022859,0.665493,0.169799,-0.0449477,0.0332819,0.0018004448707999797,0.001032241350546159,-0.00029275,7.586,0.1181905241548577,7.086,0.111,0.28369653,0.08514693183,-0.03230347,0.192065093133,-0.0459992992038423,0.18874897894866205,0.08201327364617549
ZTF19acymzwh,0.0332646,1.916e-05,17.0564494852232,0.042129898329190195,0.738611,0.159144,0.160875,0.0310052,0.00112051294966804,0.0011267789924225538,0.000110881,10.326,0.107335921293852,7.898,0.025,1.27969653,0.018439088915,0.58369653,0.072138755187,-0.08320433169504562,0.18268106221913918,0.0668757840590523
ZTF19acyogvo,0.0525935,0.00042805,17.584156606821942,0.03948392499081082,-0.658794,0.143579,-0.043903,0.0335292,0.0015517307082746315,0.0011143751900806595,0.00052446,10.082,0.1092520022699813,8.439,0.043,1.00469653,0.018439088915,1.02169653,0.04675467891,-0.0783897008273886,0.18533196050967818,0.07381013200341068
ZTF19acytcoi,0.0371517,3.494e-05,16.587907269072474,0.03328793423589359,0.5705,0.046101,-0.0166157,0.0269359,-4.308978309782547e-05,0.000781297138724503,-0.000184516,9.971,0.1539123126978475,9.849,0.053,1.18969653,0.019849433241,1.22469653,0.020518284529,-0.24911746347587344,0.17902833540316826,0.0561350592520334
ZTF19acytidb,0.0305672,1.29e-05,16.500877946717797,0.03789919168710332,-0.188919,0.0988049,0.0364034,0.0286423,0.00020400005568962508,0.0009305314610488634,0.000165751,10.508,0.125,10.01,0.037,1.12469653,0.018439088915,1.07169653,0.017691806013,-0.20697925668555567,0.17963371178734724,0.05803680220773477
ZTF19aczeomw,0.0358333,0.0032249,17.27503661033213,0.047519908264325186,-2.26571,0.140765,-0.0166419,0.0411326,0.001033650688122571,0.001648184622015158,-0.000550721,10.54,0.1616446720433432,8.889,0.133,1.51569653,0.017691806013,1.46169653,0.036796738986,0.1026853295670011,0.19428748742057014,0.09406182949633816
ZTF19adbnfne,0.0561723,0.00043599,17.695569606846632,0.03524028838307931,-0.114215,0.104295,-0.0939862,0.029938,0.0006959798361194108,0.0009231394747452591,0.000389107,10.08,0.1009752444909147,8.689,0.04,1.09569653,0.019104973175,0.72169653,0.058137767415,0.11864587441123209,0.18103296904638494,0.06223291638473458
ZTF19adbnlki,0.039037,0.0004648,17.15243456535213,0.036787180948845734,-0.431119,0.113223,0.0484633,0.0310816,0.0009009379565758465,0.0009858613206148402,0.000335377,9.833,0.107335921293852,8.903,0.03,0.92969653,0.021260291625,0.89069653,0.024207436874,-0.10246677243380956,0.18245438100081166,0.0662540651310494
ZTF19adbsfpf,0.0587899,0.00042084,18.255034910654505,0.0481901940655536,-0.706296,0.298018,0.0719902,0.0387632,0.006567939206515432,0.0016367811368391853,0.00352922,9.914,0.1012719112093773,9.131,0.02,1.06569653,0.019849433241,1.10069653,0.02561249695,-0.004309353291854168,0.1889901960431949,0.08256690741722882
ZTF20aaactgu,0.0540346,0.00145126,18.024006747858095,0.03857962400744892,0.897517,0.193571,0.129843,0.0328114,0.002250435042589577,0.0010458094579836206,0.00032926,10.535,0.1059481005020854,8.986,0.066,1.46269653,0.018384776311,1.27469653,0.028600699292,-0.0011287716414482667,0.1871488387727634,0.0782603849594019
ZTF20aabcouv,0.0484859,0.00042097,17.47839351412716,0.038155139129782904,0.422141,0.154441,-0.00632277,0.0331333,0.000977525776403746,0.0010664741605440398,3.32269e-05,10.223,0.105304320899002,9.583,0.031,0.95269653,0.018439088915,0.93769653,0.020518284529,0.02659841980642733,0.18611107927123113,0.07574519012783894
ZTF20aabqamf,0.0460125,1.243e-05,18.0734339924704,0.04121161238578349,0.076424,0.263124,0.193926,0.037924,-0.0022229107739697536,0.0012475101258375121,-0.00370442,9.619,0.1038460398859773,8.97,0.026,0.69469653,0.02469817807,0.69169653,0.020615528128,0.08837982298148712,0.20070445779349314,0.10668776583179565
ZTF20aabqiti,0.0515702,0.00292617,17.437725337991882,0.03558401166927476,0.626532,0.13251,-0.0267095,0.0304879,0.0009647317693080674,0.0009146097039000556,0.000141014,8.384,0.1203702621082134,8.236,0.06,0.81769653,0.10927488275,0.85569653,0.081633326528,-0.05515143883097498,0.1833078128826242,0.06856933909416923
ZTF20aabrydh,0.0580835,1.414e-05,17.97064309582247,0.044046079814697596,-0.283637,0.428463,0.0714539,0.039146,0.005934689050405219,0.0014584234239337585,0.00331312,10.545,0.1131768527570898,9.448,0.095,1.16469653,0.019209372712,1.15269653,0.051224993899,-0.20132351975842794,0.19700345521300947,0.0995507979167632
ZTF20aaccmjn,0.0474308,0.00297321,17.681588494191182,0.035450377134489224,-1.36912,0.0866158,-0.119172,0.0301996,0.000520836702762462,0.0008977470396868568,-7.70633e-05,7.43,0.1920833152566875,7.872,0.103,0.65869653,0.125801430834,1.18369653,0.141598022585,0.3670190514958148,0.18268223564797434,0.06687898938636876
ZTF20aacdfep,0.0584654,2.219e-05,18.760342329072444,0.08006424631151142,-0.934116,0.351236,0.156077,0.0573176,0.017687356871195582,0.004115649325156535,0.00887898,10.263,0.1049952379872535,8.789,0.035,1.24569653,0.017804493815,1.03969653,0.029681644159,0.2281799830069729,0.20068639577422742,0.10665378309675581
ZTF20aacexgb,0.0598286,0.00327567,17.92230268851538,0.04135037886206493,-0.928098,0.323476,0.0227053,0.0376604,0.003700704687928414,0.0012551295628148394,0.00119304,9.924,0.1077032961426901,9.641,0.081,1.14269653,0.019849433241,1.18069653,0.018384776311,-0.2582953481788552,0.19553677319861296,0.09661588726977463
ZTF20aadvunl,0.0595677,0.00315317,18.957183412059962,0.036360257573995636,1.0536,0.14694,0.25966,0.0309693,0.0007019144899627884,0.0009526452044078732,-0.00014296,9.008,0.1035808862676893,8.729,0.036,0.64569653,0.036715119501,0.62169653,0.03,0.35041022161632485,0.18429085439814671,0.07115559721342311
ZTF20aaeopvv,0.0583517,0.00043396,17.869523479013644,0.039533586199309585,-1.4757,0.22881,-0.0818704,0.0365221,0.002130272931374704,0.001118848573059878,-0.000383023,10.82,0.1131768527570898,9.98,0.077,1.41569653,0.018384776311,1.49469653,0.017691806013,-0.01795695059068346,0.19472122389912044,0.094954489292352
ZTF20aaepsqa,0.044239,0.00362353,17.88710369696816,0.04250669333821738,-0.995849,0.235738,0.0987646,0.0370069,0.0020329520921621275,0.0013062067910378495,-0.000293256,10.57,0.1084619749036499,7.799,0.292,1.38269653,0.018384776311,1.24669653,0.965227434339,0.13361432958098535,0.19318221758989826,0.09175712066619568
ZTF20aaerxsd,0.0532762,0.00042254,17.853459897939356,0.03257347043650572,-0.516385,0.0472279,0.0227729,0.0261193,0.00011325772449245185,0.0007391704748281265,-2.18471e-05,8.882,0.1062826420446913,8.885,0.035,0.86269653,0.028425340807,0.90369653,0.028600699292,-0.0171988042355827,0.17824083147298522,0.05357045831595164
ZTF20aaesewy,0.0319154,0.0001804,16.812817450858205,0.036022440972117035,-0.265447,0.106525,0.132079,0.0322285,0.0004591349132773725,0.0009719021990888254,-0.000184435,10.564,0.1077032961426901,8.87,0.038,1.18269653,0.019849433241,1.13869653,0.021931712199,-0.290139226598855,0.18513060631579106,0.07330307902709418
ZTF20aaeuxqk,0.0330231,0.00362353,17.48175502416666,0.036866311832599814,-1.70401,0.135301,0.111711,0.0319141,0.0007920145342911248,0.0010021272982052739,0.000142487,10.377,0.1400142849854971,9.255,0.131,1.26669653,0.017691806013,1.23269653,0.019104973175,0.16376407741602292,0.1842124000766688,0.07095215530205325
ZTF20aafdeza,0.0571667,0.00325,17.993187230953758,0.043857295443156336,-0.848598,0.470672,0.0510286,0.0383669,0.0011020707594890336,0.0013917139031662394,-0.000777161,10.569,0.1046947945219818,8.927,0.037,1.28269653,0.017691806013,1.08969653,0.032756678708,-0.16144801884481805,0.20429363468685846,0.113295583204146
ZTF20aafgbrf,0.0297672,0.00050235,16.666332756458182,0.037891313101093164,0.575475,0.116444,0.0750421,0.0321321,0.0007261714099346085,0.0010564730783757914,0.000155581,9.866,0.1016070863670443,9.213,0.028,0.86369653,0.019849433241,0.97069653,0.022022715546,0.00835923866282863,0.18349951070915888,0.06908017393218335
ZTF20aafjjqj,0.0407593,1.162e-05,17.401191950276978,0.033642494937790896,0.0968755,0.0636132,0.109598,0.0287689,2.298974553864198e-06,0.0008400869409696696,-0.00010103,10.273,0.1030776406404415,9.738,0.028,0.62869653,0.019104973175,0.78169653,0.018384776311,-0.04342372644442584,0.18061785171847725,0.06101482081755078
ZTF20aafvzhu,0.0490912,0.0014975,17.316629282621655,0.0336236599196046,-1.62315,0.102441,-0.0141256,0.0292098,8.878168066814788e-05,0.0008424041013238747,-0.000118684,10.5,0.1286895489152091,9.056,0.044,1.39069653,0.018439088915,1.36469653,0.035355339059,-0.4247589960425752,0.18172673527257602,0.06422309796972521
ZTF20aagfjlj,0.0455982,0.00029704,17.455599631532905,0.03787614086244319,-1.78795,0.111812,-0.102652,0.0345328,0.0006985850109174613,0.0010518568018797825,-0.000315849,10.621,0.1021812115802117,9.737,0.099,1.25769653,0.017691806013,1.37569653,0.018439088915,0.12371754079797323,0.1884972747718868,0.0814323191148833
ZTF20aaghryk,0.035688,1.414e-05,16.959612728430244,0.06446028164972861,-2.05538,0.309647,-0.119171,0.0507932,0.012101552286734827,0.0024887071171756387,0.00342379,10.093,0.1274401820463232,10.28,0.121,1.44169653,0.018439088915,1.51169653,0.017691806013,0.13259599142199957,0.20987808566687344,0.12308050553678866
ZTF20aagryod,0.0380997,1.414e-05,17.541357498300606,0.04157204324022396,-0.492447,0.231295,0.178679,0.0348339,0.0016566263417729546,0.0012656418858394609,0.000398077,10.203,0.1056219674120871,9.738,0.108,1.19569653,0.018439088915,1.33769653,0.021260291625,-0.0735655148989259,0.18787601856707173,0.07998373805102307
ZTF20aagvvnr,0.0599826,1.371e-05,18.298251950844293,0.03926564181710643,-1.92591,0.167786,0.0021827,0.0361762,0.0014452042596631784,0.0011163415421860375,3.04043e-05,10.977,0.1479222768889121,9.619,0.117,1.37269653,0.019209372712,1.34069653,0.021213203436,0.03407386072563873,0.19121145099198958,0.08753181701793943
ZTF20aagyuvy,0.0447982,1.139e-05,17.888577177512172,0.037617491509140365,0.248978,0.237535,0.0747211,0.0316571,0.002688845397636859,0.001016051346367836,0.00127229,9.403,0.1021812115802117,8.67,0.028,0.65169653,0.019849433241,0.58769653,0.024839484697,0.3508676085166696,0.1848497301790749,0.07259078968627353
ZTF20aagzchj,0.0347115,0.00496488,16.762553173630234,0.03506909790383193,1.09158,0.130501,0.00976189,0.030236,0.0007653348808627483,0.000906469088689403,0.000140197,9.796,0.1049952379872535,8.462,0.019,1.04669653,0.019104973175,0.88669653,0.02983286778,0.039977924020615306,0.18277192897552255,0.06712360256596372
ZTF20aahdwze,0.0490131,1.413e-05,17.31172760201683,0.03239831371778127,0.678455,0.0689075,-0.0933217,0.027664,7.635533036756823e-05,0.000768475454890615,-0.000124476,9.373,0.1019803902718557,8.887,0.019,0.56169653,0.023600847442,0.66269653,0.024083189158,0.13435964201421108,0.1801894573651244,0.05973475157341813
ZTF20aahfobk,0.0330057,1.383e-05,16.657213029698813,0.032346528350200826,0.0721303,0.0535781,-0.022597,0.026092,-4.889366189721336e-05,0.000735273556614624,-0.000135237,9.932,0.1016070863670443,8.976,0.024,0.77069653,0.019209372712,0.72569653,0.026870057685,-0.006713196660510595,0.17841923304970422,0.0541610812488512
ZTF20aahirkk,0.044388,0.0004205,17.126663870937108,0.04652148952499613,0.700171,0.35487,0.0273385,0.0386153,0.0055999615083251065,0.0016124995560308961,0.00284485,9.044,0.1084619749036499,8.829,0.016,0.69969653,0.022671568098,0.67669653,0.022803508502,-0.1826690080137413,0.19173584375644656,0.08867149362109832
